Frequency_Hz,Primary_Turns_Np,Flux_Loss_Pct,Wire_Gauge_AWG,Peak_Current_A,Uncomp_Voltage_Peak_V,Resonant_Voltage_Peak_V,Capacitor_Value_F,Capacitor_Voltage_Peak_V
10000,100,95.0,20,0.2239167587903248,50.00066466941612,0.2578126905362659,7.127491800519169e-08,49.99999999999996
10000,100,95.0,24,0.2049078188194048,50.0035567666998,0.5963969488294333,6.522418448657361e-08,49.99999999999996
10000,100,95.0,28,0.1888100153850652,50.01953720121901,1.3978919214796626,6.010009450757994e-08,49.99999999999994
10000,100,95.0,34,0.169093823965802,50.25010728424645,5.007322845421742,5.3824235860936416e-08,49.99999999999996
10000,100,99.0,20,1.1195837939516242,250.0033233470806,1.2890634526813296,7.127491800519169e-08,249.99999999999977
10000,100,99.0,24,1.0245390940970245,250.01778383349895,2.9819847441471667,6.522418448657361e-08,249.99999999999977
10000,100,99.0,28,0.9440500769253262,250.09768600609505,6.989459607398312,6.010009450757994e-08,249.99999999999972
10000,100,99.0,34,0.8454691198290099,251.2505364212322,25.036614227108704,5.3824235860936416e-08,249.99999999999972
10000,160,95.0,20,0.139947974243953,80.00041542006761,0.2578126905362659,2.7841764845778e-08,79.99999999999993
10000,160,95.0,24,0.128067386762128,80.00222302736695,0.5963969488294332,2.5478197065067812e-08,79.99999999999993
10000,160,95.0,28,0.1180062596156658,80.01221220428873,1.3978919214796628,2.3476599417023417e-08,79.99999999999994
10000,160,95.0,34,0.1056836399786262,80.15655482914839,5.00732284542174,2.102509213317829e-08,79.99999999999993
10000,200,95.0,20,0.1119583793951624,100.00033233636468,0.2578126905362659,1.7818729501297923e-08,99.99999999999991
10000,200,95.0,24,0.1024539094097024,100.00177843078868,0.5963969488294333,1.6306046121643403e-08,99.99999999999991
10000,200,95.0,28,0.0944050076925326,100.00977003185298,1.3978919214796626,1.5025023626894985e-08,99.99999999999989
10000,200,95.0,34,0.084546911982901,100.12528792507048,5.007322845421742,1.3456058965234104e-08,99.99999999999991
10500,100,95.0,20,0.2132540559907856,50.0006032618155,0.2456146279833705,6.464845170538928e-08,49.99999999999996
10500,100,95.0,24,0.1951503036375284,50.00322642581751,0.5680255201831881,5.9160258037708515e-08,49.99999999999995
10500,100,95.0,28,0.1798190622714907,50.01772141316068,1.3313359322713954,5.4512557376489755e-08,49.99999999999996
10500,100,95.0,34,0.1610417371102876,50.22690740973773,4.768881204891864,4.882016858134822e-08,49.999999999999964
10500,100,99.0,20,1.066270279953928,250.00301630907748,1.2280731399168527,6.464845170538928e-08,249.99999999999972
10500,100,99.0,24,0.9757515181876422,250.0161321290876,2.8401276009159404,5.9160258037708515e-08,249.99999999999977
10500,100,99.0,28,0.8990953113574536,250.0886070658034,6.656679661356977,5.4512557376489755e-08,249.99999999999977
10500,100,99.0,34,0.805208685551438,251.13453704868863,23.844406024459317,4.882016858134822e-08,249.99999999999977
10500,160,95.0,20,0.1332837849942409,80.00037704002068,0.2456146279833705,2.5253301447417693e-08,79.99999999999993
10500,160,95.0,24,0.1219689397734552,80.00201655578168,0.5680255201831881,2.3109475795979884e-08,79.99999999999993
10500,160,95.0,28,0.1123869139196817,80.0110770791429,1.3313359322713956,2.1293967725191312e-08,79.99999999999993
10500,160,95.0,34,0.1006510856939297,80.14201287680737,4.768881204891862,1.9070378352089153e-08,79.99999999999993
10500,200,95.0,20,0.1066270279953928,100.0003016322724,0.2456146279833705,1.616211292634732e-08,99.99999999999991
10500,200,95.0,24,0.0975751518187642,100.00161325194487,0.5680255201831881,1.4790064509427129e-08,99.9999999999999
10500,200,95.0,28,0.0899095311357453,100.00886188415774,1.3313359322713954,1.3628139344122437e-08,99.99999999999991
10500,200,95.0,34,0.0805208685551438,100.11364656202647,4.768881204891864,1.2205042145337056e-08,99.99999999999991
11000,100,95.0,20,0.2035606898093862,50.000550036178886,0.2345291462322361,5.8904890913381576e-08,49.99999999999996
11000,100,95.0,24,0.186279835290368,50.002940097562245,0.5422346359310768,5.3904284699647635e-08,49.99999999999995
11000,100,95.0,28,0.1716454685318774,50.01614750604222,1.2708309668007,4.96694995930413e-08,49.99999999999994
11000,100,95.0,34,0.1537216581507291,50.20678999653985,4.55211618444185,4.448283955449292e-08,49.99999999999996
11000,100,99.0,20,1.0178034490469314,250.00275018089445,1.1726457311611809,5.8904890913381576e-08,249.9999999999998
11000,100,99.0,24,0.9313991764518404,250.01470048781124,2.7111731796553844,5.3904284699647635e-08,249.99999999999977
11000,100,99.0,28,0.8582273426593876,250.0807375302112,6.354154834003502,4.96694995930413e-08,249.99999999999977
11000,100,99.0,34,0.7686082907536455,251.0339499826992,22.760580922209247,4.448283955449292e-08,249.99999999999977
11000,160,95.0,20,0.1272254311308664,80.00034377376402,0.2345291462322362,2.3009723013039675e-08,79.99999999999994
11000,160,95.0,24,0.11642489705648,80.00183759389776,0.5422346359310768,2.1056361210799855e-08,79.99999999999993
11000,160,95.0,28,0.1072784178324234,80.01009318421126,1.2708309668007003,1.940214827853176e-08,79.99999999999994
11000,160,95.0,34,0.0960760363442056,80.12940634846015,4.552116184441849,1.7376109200973795e-08,79.99999999999993
11000,200,95.0,20,0.1017803449046931,100.0002750192239,0.2345291462322361,1.4726222728345394e-08,99.99999999999991
11000,200,95.0,24,0.093139917645184,100.00147008119625,0.5422346359310768,1.3476071174911909e-08,99.9999999999999
11000,200,95.0,28,0.0858227342659387,100.0080747307244,1.2708309668007,1.2417374898260325e-08,99.99999999999989
11000,200,95.0,34,0.0768608290753645,100.10355519039592,4.55211618444185,1.112070988862323e-08,99.99999999999991
11500,100,95.0,20,0.194710225035065,50.00050360099875,0.2244111260478503,5.3894077886723397e-08,49.99999999999996
11500,100,95.0,24,0.1781807120168737,50.00269029695879,0.5186877033260382,4.931885405411993e-08,49.99999999999994
11500,100,95.0,28,0.1641826220739697,50.01477435323423,1.2155877611018069,4.5444305865844955e-08,49.99999999999996
11500,100,95.0,34,0.1470381077963495,50.18923252166034,4.354200398843893,4.069885509333566e-08,49.99999999999996
11500,100,99.0,20,0.9735511251753256,250.0025180049938,1.1220556302392517,5.3894077886723397e-08,249.9999999999998
11500,100,99.0,24,0.8909035600843689,250.013451484794,2.5934385166301914,4.931885405411993e-08,249.99999999999977
11500,100,99.0,28,0.8209131103698488,250.07387176617112,6.077938805509033,4.5444305865844955e-08,249.99999999999977
11500,100,99.0,34,0.7351905389817477,250.9461626083017,21.771001994219464,4.069885509333566e-08,249.99999999999977
11500,160,95.0,20,0.1216938906469156,80.0003147515901,0.2244111260478503,2.1052374174501323e-08,79.99999999999994
11500,160,95.0,24,0.1113629450105461,80.00168146316408,0.5186877033260382,1.92651773648906e-08,79.99999999999993
11500,160,95.0,28,0.1026141387962311,80.009234802021,1.215587761101807,1.7751681978845683e-08,79.99999999999993
11500,160,95.0,34,0.0918988173727184,80.11840650632838,4.354200398843892,1.589799027083424e-08,79.99999999999993
11500,200,95.0,20,0.0973551125175325,100.00025180145036,0.2244111260478503,1.3473519471680847e-08,99.99999999999991
11500,200,95.0,24,0.0890903560084368,100.00134517562032,0.5186877033260382,1.2329713513529985e-08,99.99999999999989
11500,200,95.0,28,0.0820913110369848,100.00738799511224,1.2155877611018069,1.1361076466461237e-08,99.99999999999991
11500,200,95.0,34,0.0735190538981747,100.09475041735844,4.354200398843893,1.0174713773333915e-08,99.99999999999991
12000,100,95.0,20,0.1865972989919374,50.00046284848202,0.2151396347343695,4.9496470836938677e-08,49.999999999999964
12000,100,95.0,24,0.1707565156828373,50.00247106507738,0.4971042284121884,4.5294572560120566e-08,49.99999999999995
12000,100,95.0,28,0.1573416794875543,50.01356921105972,1.16494859520324,4.173617674137496e-08,49.99999999999995
12000,100,95.0,34,0.1409115199715016,50.17381860772989,4.172777693741486,3.737794157009474e-08,49.99999999999996
12000,100,99.0,20,0.9329864949596868,250.00231424241005,1.0756981736718476,4.9496470836938677e-08,249.99999999999977
12000,100,99.0,24,0.8537825784141869,250.0123553253869,2.4855211420609424,4.5294572560120566e-08,249.9999999999998
12000,100,99.0,28,0.7867083974377719,250.0678460552986,5.824742976016201,4.173617674137496e-08,249.99999999999972
12000,100,99.0,34,0.7045575998575083,250.86909303864945,20.86388846870743,3.737794157009474e-08,249.99999999999977
12000,160,95.0,20,0.1166233118699608,80.0002892811171,0.2151396347343695,1.933455892067917e-08,79.99999999999991
12000,160,95.0,24,0.1067228223017733,80.00154443892878,0.4971042284121883,1.7693192406297098e-08,79.99999999999993
12000,160,95.0,28,0.0983385496797215,80.00848145808953,1.1649485952032406,1.63031940395996e-08,79.99999999999994
12000,160,95.0,34,0.0880696999821885,80.10875154239628,4.1727776937414855,1.4600758425818254e-08,79.99999999999994
12000,200,95.0,20,0.0932986494959687,100.00023142504432,0.2151396347343695,1.2374117709234667e-08,99.99999999999991
12000,200,95.0,24,0.0853782578414186,100.00123555543644,0.4971042284121884,1.1323643140030142e-08,99.9999999999999
12000,200,95.0,28,0.0786708397437771,100.00678529594605,1.16494859520324,1.043404418534374e-08,99.9999999999999
12000,200,95.0,34,0.0704557599857508,100.08702250382598,4.172777693741486,9.344485392523684e-09,99.99999999999991
12500,100,95.0,20,0.1791334070322599,50.000426887862375,0.2066130888272852,4.5615947523322686e-08,49.999999999999964
12500,100,95.0,24,0.1639262550555239,50.00227761035126,0.4772485962665849,4.1743478071407126e-08,49.999999999999964
12500,100,95.0,28,0.1510480123080522,50.01250574897507,1.1183609843289608,3.8464060484851174e-08,49.99999999999995
12500,100,95.0,34,0.1352750591726416,50.160213173787234,4.005868899475163,3.4447510950999314e-08,49.99999999999996
12500,100,99.0,20,0.8956670351612995,250.00213443931187,1.0330654441364262,4.5615947523322686e-08,249.9999999999998
12500,100,99.0,24,0.8196312752776195,250.01138805175623,2.386242981332924,4.1743478071407126e-08,249.99999999999977
12500,100,99.0,28,0.755240061540261,250.06252874487532,5.591804921644804,3.8464060484851174e-08,249.99999999999977
12500,100,99.0,34,0.676375295863208,250.80106586893615,20.029344497375817,3.4447510950999314e-08,249.99999999999977
12500,160,95.0,20,0.1119583793951624,80.00026680560798,0.2066130888272852,1.7818729501297923e-08,79.99999999999993
12500,160,95.0,24,0.1024539094097024,80.00142352622625,0.4772485962665848,1.6306046121643406e-08,79.99999999999993
12500,160,95.0,28,0.0944050076925326,80.00781668869148,1.1183609843289608,1.5025023626894988e-08,79.99999999999993
12500,160,95.0,34,0.084546911982901,80.10023087132629,4.005868899475163,1.3456058965234104e-08,79.99999999999993
12500,200,95.0,20,0.0895667035161299,100.00021344461452,0.2066130888272852,1.1403986880830672e-08,99.99999999999991
12500,200,95.0,24,0.0819631275277619,100.00113882462853,0.4772485962665849,1.0435869517851782e-08,99.99999999999991
12500,200,95.0,28,0.0755240061540261,100.00625346092738,1.1183609843289608,9.616015121212792e-09,99.9999999999999
12500,200,95.0,34,0.0676375295863208,100.08020276578064,4.005868899475163,8.611877737749827e-09,99.99999999999991
13000,100,95.0,20,0.1722436606079422,50.00039499630896,0.1987455330873977,4.217450769537968e-08,49.99999999999996
13000,100,95.0,24,0.1576213990918498,50.00210604453046,0.458921440415968,3.85941920038897e-08,49.99999999999996
13000,100,95.0,28,0.1452384733731271,50.01156259932981,1.0753574413607816,3.556218609915972e-08,49.99999999999994
13000,100,95.0,34,0.1300721722813861,50.148144114309886,3.851799334025376,3.1848660272743445e-08,49.99999999999995
13000,100,99.0,20,0.8612183030397109,250.0019749815448,0.9937276654369884,4.217450769537968e-08,249.99999999999972
13000,100,99.0,24,0.7881069954592493,250.01053022265225,2.29460720207984,3.85941920038897e-08,249.99999999999977
13000,100,99.0,28,0.7261923668656355,250.0578129966491,5.376787206803908,3.556218609915972e-08,249.99999999999972
13000,100,99.0,34,0.6503608614069307,250.74072057154947,19.258996670126884,3.1848660272743445e-08,249.99999999999977
13000,160,95.0,20,0.1076522878799638,80.00024687328727,0.1987455330873977,1.647441706850769e-08,79.99999999999991
13000,160,95.0,24,0.0985133744324061,80.00131629472394,0.4589214404159679,1.5075856251519415e-08,79.99999999999993
13000,160,95.0,28,0.0907740458582044,80.00722713372011,1.0753574413607818,1.3891478944984271e-08,79.99999999999993
13000,160,95.0,34,0.0812951076758663,80.09267356075453,3.851799334025376,1.2440882919040403e-08,79.99999999999994
13000,200,95.0,20,0.0861218303039711,100.00019749873952,0.1987455330873977,1.054362692384492e-08,99.99999999999991
13000,200,95.0,24,0.0788106995459249,100.00105303889784,0.458921440415968,9.648548000972426e-09,99.99999999999991
13000,200,95.0,28,0.0726192366865635,100.00578180098722,1.0753574413607816,8.89054652478993e-09,99.99999999999989
13000,200,95.0,34,0.065036086140693,100.07415429624965,3.851799334025376,7.962165068185861e-09,99.9999999999999
13500,100,95.0,20,0.165864265770611,50.00036658231794,0.1914637463850185,3.910832263659351e-08,49.99999999999996
13500,100,95.0,24,0.1517835694958554,50.00195318577539,0.4419529301608952,3.5788304245033536e-08,49.99999999999996
13500,100,95.0,28,0.1398592706556038,50.01072227578732,1.0355397365313586,3.2976732240098734e-08,49.99999999999996
13500,100,95.0,34,0.1252546844191125,50.137388618327805,3.7091424164125097,2.9533188401062505e-08,49.99999999999996
13500,100,99.0,20,0.829321328853055,250.0018329115896,0.9573187319250924,3.910832263659351e-08,249.99999999999972
13500,100,99.0,24,0.7589178474792773,250.00976592887696,2.2097646508044764,3.5788304245033536e-08,249.9999999999998
13500,100,99.0,28,0.6992963532780194,250.0536113789366,5.177698682656793,3.2976732240098734e-08,249.99999999999977
13500,100,99.0,34,0.6262734220955629,250.68694309163905,18.545712082062547,2.9533188401062505e-08,249.99999999999977
13500,160,95.0,20,0.1036651661066318,80.00022911446047,0.1914637463850185,1.527668852991934e-08,79.99999999999991
13500,160,95.0,24,0.0948647309349096,80.00122075563888,0.4419529301608952,1.3979806345716226e-08,79.99999999999993
13500,160,95.0,28,0.0874120441597524,80.0067018601937,1.0355397365313586,1.2881536031288572e-08,79.99999999999991
13500,160,95.0,34,0.0782841777619453,80.08593969895851,3.709142416412509,1.153640171916504e-08,79.99999999999993
13500,200,95.0,20,0.0829321328853055,100.00018329166284,0.1914637463850185,9.777080659148378e-09,99.99999999999991
13500,200,95.0,24,0.0758917847479277,100.00097660719352,0.4419529301608952,8.947076061258382e-09,99.99999999999991
13500,200,95.0,28,0.0699296353278019,100.00536156899749,1.0355397365313586,8.244183060024683e-09,99.99999999999991
13500,200,95.0,34,0.0626273422095562,100.06876504416957,3.7091424164125097,7.383297100265626e-09,99.99999999999991
14000,100,95.0,20,0.1599405419930892,50.00034115808719,0.1847049677518432,3.636475408428148e-08,49.999999999999964
14000,100,95.0,24,0.1463627277281463,50.00181641006528,0.4261974963304151,3.3277645146211034e-08,49.99999999999995
14000,100,95.0,28,0.134864296703618,50.00997035706892,0.9985665300401104,3.0663313524275495e-08,49.99999999999995
14000,100,95.0,34,0.1207813028327157,50.12776283310333,3.576675362939751,2.7461344827008378e-08,49.99999999999996
14000,100,99.0,20,0.799702709965446,250.00170579043592,0.923524838759216,3.636475408428148e-08,249.9999999999998
14000,100,99.0,24,0.7318136386407317,250.00908205032644,2.130987481652076,3.3277645146211034e-08,249.9999999999998
14000,100,99.0,28,0.6743214835180902,250.04985178534457,4.992832650200552,3.0663313524275495e-08,249.99999999999972
14000,100,99.0,34,0.6039065141635784,250.63881416551655,17.88337681469875,2.7461344827008378e-08,249.9999999999997
14000,160,95.0,20,0.0999628387456807,80.00021322424773,0.1847049677518432,1.4204982064172452e-08,79.99999999999993
14000,160,95.0,24,0.0914767048300914,80.00113526885646,0.4261974963304151,1.2999080135238683e-08,79.99999999999993
14000,160,95.0,28,0.0842901854397613,80.00623185174331,0.9985665300401106,1.1977856845420114e-08,79.99999999999994
14000,160,95.0,34,0.0754883142704473,80.07991387765003,3.5766753629397496,1.0727087823050146e-08,79.99999999999993
14000,200,95.0,20,0.0799702709965446,100.00017057948,0.1847049677518432,9.091188521070369e-09,99.99999999999991
14000,200,95.0,24,0.0731813638640731,100.000908217405,0.4261974963304151,8.319411286552757e-09,99.9999999999999
